Goals,Deaths,Reward,Step 
0,0,0,0
1,0,1.081967,125
2,0,1.09009,240
2,1,-1,395
3,1,1.062112,560
4,1,1.059172,730
4,2,-1,840
4,3,-1,960
4,4,-1,1085
5,4,1.081967,1210
6,4,1.120482,1295
6,5,-1,1470
6,6,-1,1615
6,7,-1,1780
6,8,-1,1860
6,9,-1,2025
7,9,1.081967,2150
7,10,-1,2255
8,10,1.081967,2380
8,11,-1,2525
8,12,-1,2680
8,13,-1,2780
8,14,-1,2905
8,15,-1,3010
9,15,1.053763,3200
10,15,1.09009,3315
11,15,1.064935,3470
12,15,1.1,3570
13,15,1.105263,3665
14,15,1.123457,3750
14,16,-1,3975
15,16,1.088496,4090
15,17,-1,4290
16,17,1.066667,4440
17,17,1.097087,4545
18,17,1.057804,4720
18,18,-1,4815
19,18,1.096154,4920
20,18,1.113636,5010
21,18,1.09434,5120
22,18,1.107527,5215
22,19,-1,5345
22,20,-1,5505
22,21,-1,5685
23,21,1.086957,5800
23,22,-1,5905
23,23,-1,6015
24,23,1.055249,6200
24,24,-1,6415
24,25,-1,6540
25,25,1.093458,6650
25,26,-1,6770
25,27,-1,6955
25,28,-1,7065
25,29,-1,7185
26,29,1.064103,7345
27,29,1.113636,7435
27,30,-1,7590
27,31,-1,7710
28,31,1.08,7835
28,32,-1,7985
28,33,-1,8110
28,34,-1,8190
29,34,1.091743,8300
30,34,1.083333,8420
30,35,-1,8515
31,35,1.07874,8645
32,35,1.081301,8770
33,35,1.09901,8875
33,36,-1,9010
34,36,1.09009,9125
34,37,-1,9330
34,38,-1,9480
34,39,-1,9620
35,39,1.081967,9745
35,40,-1,9870
35,41,-1,9975
35,42,-1,10070
35,43,-1,10220
35,44,-1,10350
35,45,-1,10520
35,46,-1,10645
36,46,1.09434,10755
36,47,-1,10865
37,47,1.06135,11030
37,48,-1,11125
38,48,1.070423,11270
38,49,-1,11395
39,49,1.054945,11580
39,50,-1,11725
40,50,1.136986,11800
40,51,-1,11965
41,51,1.097087,12070
41,52,-1,12215
42,52,1.123457,12300
42,53,-1,12400
42,54,-1,12505
42,55,-1,12680
42,56,-1,12850
42,57,-1,12955
43,57,1.070423,13100
43,58,-1,13275
43,59,-1,13395
43,60,-1,13520
43,61,-1,13670
43,62,-1,13770
44,62,1.076336,13905
44,63,-1,14070
44,64,-1,14200
44,65,-1,14310
44,66,-1,14425
45,66,1.089286,14540
45,67,-1,14665
46,67,1.1,14765
46,68,-1,14885
46,69,-1,14995
47,69,1.090909,15105
48,69,1.103093,15205
49,69,1.116279,15295
49,70,-1,15440
50,70,1.106383,15535
51,70,1.107527,15630
52,70,1.123457,15715
53,70,1.087719,15830
53,71,-1,15965
54,71,1.053763,16155
54,72,-1,16275
54,73,-1,16385
54,74,-1,16480
54,75,-1,16625
55,75,1.116279,16715
55,76,-1,16855
56,76,1.107527,16950
57,76,1.07874,17080
57,77,-1,17250
58,77,1.046296,17470
58,78,-1,17595
59,78,1.123457,17680
59,79,-1,17765
60,79,1.086957,17880
60,80,-1,17975
60,81,-1,17980
60,82,-1,18095
61,82,1.093458,18205
61,83,-1,18335
61,84,-1,18440
62,84,1.036232,18720
62,85,-1,18840
62,86,-1,18970
63,86,1.081301,19095
63,87,-1,19230
63,88,-1,19475
64,88,1.103093,19575
65,88,1.059172,19745
66,88,1.09009,19860
66,89,-1,19985
67,89,1.068966,20130
68,89,1.052083,20325
68,90,-1,20450
68,91,-1,20570
69,91,1.096154,20675
69,92,-1,20795
69,93,-1,20940
69,94,-1,21065
69,95,-1,21185
70,95,1.111111,21275
71,95,1.090909,21385
72,95,1.105263,21480
72,96,-1,21620
73,96,1.105263,21715
74,96,1.068027,21865
74,97,-1,21965
74,98,-1,22070
74,99,-1,22170
74,100,-1,22310
75,100,1.125,22390
76,100,1.10101,22490
77,100,1.080645,22615
78,100,1.049751,22820
79,100,1.076923,22950
80,100,1.142857,23020
80,101,-1,23120
80,102,-1,23215
81,102,1.116279,23305
82,102,1.1,23405
82,103,-1,23540
83,103,1.074627,23675
83,104,-1,23795
83,105,-1,23945
84,105,1.059524,24115
84,106,-1,24210
85,106,1.071429,24350
86,106,1.117647,24435
86,107,-1,24645
86,108,-1,24730
86,109,-1,24845
87,109,1.092593,24955
88,109,1.1,25055
88,110,-1,25195
88,111,-1,25330
89,111,1.125,25410
90,111,1.090909,25520
91,111,1.09009,25635
91,112,-1,25810
92,112,1.097087,25915
93,112,1.09009,26030
94,112,1.098039,26135
95,112,1.089286,26250
95,113,-1,26480
96,113,1.09434,26590
96,114,-1,26690
97,114,1.068027,26840
98,114,1.114943,26930
99,114,1.083333,27050
99,115,-1,27190
100,115,1.133333,27265
100,116,-1,27385
101,116,1.09009,27500
101,117,-1,27615
101,118,-1,27740
102,118,1.111111,27830
102,119,-1,27940
102,120,-1,28075
103,120,1.09009,28190
104,120,1.108696,28285
105,120,1.096154,28390
106,120,1.086207,28510
106,121,-1,28620
107,121,1.105263,28715
107,122,-1,28845
107,123,-1,29010
107,124,-1,29130
107,125,-1,29290
108,125,1.119048,29375
109,125,1.075758,29510
109,126,-1,29695
109,127,-1,29820
110,127,1.080645,29945
111,127,1.087719,30060
112,127,1.1,30160
112,128,-1,30300
113,128,1.113636,30390
113,129,-1,30500
113,130,-1,30715
114,130,1.068027,30865
114,131,-1,30950
114,132,-1,31075
115,132,1.097087,31180
115,133,-1,31310
115,134,-1,31450
115,135,-1,31575
115,136,-1,31710
116,136,1.090909,31820
117,136,1.089286,31935
117,137,-1,32060
118,137,1.084746,32180
118,138,-1,32355
118,139,-1,32485
119,139,1.088496,32600
119,140,-1,32725
120,140,1.03876,32985
120,141,-1,33140
120,142,-1,33350
120,143,-1,33460
120,144,-1,33575
121,144,1.103093,33675
121,145,-1,33775
122,145,1.08547,33895
122,146,-1,34015
122,147,-1,34130
122,148,-1,34315
122,149,-1,34460
122,150,-1,34600
123,150,1.102041,34700
124,150,1.05848,34875
125,150,1.092593,34985
125,151,-1,35100
125,152,-1,35235
126,152,1.060976,35400
127,152,1.113636,35490
128,152,1.117647,35575
129,152,1.077519,35705
129,153,-1,35805
129,154,-1,35965
129,155,-1,36105
129,156,-1,36340
129,157,-1,36475
129,158,-1,36620
129,159,-1,36745
130,159,1.07874,36875
130,160,-1,37065
131,160,1.088496,37180
131,161,-1,37310
131,162,-1,37425
132,162,1.071942,37565
133,162,1.108696,37660
133,163,-1,37820
133,164,-1,37960
134,164,1.071942,38100
134,165,-1,38230
135,165,1.107527,38325
135,166,-1,38500
136,166,1.123457,38585
137,166,1.072464,38725
138,166,1.066667,38875
138,167,-1,38950
139,167,1.075758,39085
140,167,1.078125,39215
141,167,1.111111,39305
141,168,-1,39450
142,168,1.081967,39575
143,168,1.073529,39715
144,168,1.067114,39865
144,169,-1,39975
144,170,-1,40175
144,171,-1,40305
144,172,-1,40430
144,173,-1,40555
145,173,1.128205,40635
145,174,-1,40810
145,175,-1,40985
145,176,-1,41135
145,177,-1,41225
146,177,1.080645,41350
146,178,-1,41495
146,179,-1,41665
146,180,-1,41805
146,181,-1,41920
147,181,1.113636,42010
148,181,1.076336,42145
148,182,-1,42305
148,183,-1,42440
149,183,1.052356,42635
149,184,-1,42740
149,185,-1,42860
150,185,1.147059,42930
151,185,1.120482,43015
151,186,-1,43145
152,186,1.074074,43280
152,187,-1,43410
152,188,-1,43535
152,189,-1,43705
153,189,1.080645,43830
154,189,1.088496,43945
155,189,1.088496,44060
156,189,1.11236,44150
157,189,1.070922,44295
158,189,1.070922,44440
158,190,-1,44570
159,190,1.09434,44680
160,190,1.063694,44840
161,190,1.126582,44920
161,191,-1,45070
161,192,-1,45180
162,192,1.064935,45335
163,192,1.088496,45450
164,192,1.097087,45555
165,192,1.08,45680
166,192,1.082645,45805
167,192,1.10989,45900
167,193,-1,46050
168,193,1.08,46175
169,193,1.075188,46310
169,194,-1,46430
170,194,1.082645,46555
170,195,-1,46680
170,196,-1,46820
171,196,1.10989,46915
171,197,-1,47045
172,197,1.074627,47180
172,198,-1,47295
172,199,-1,47430
173,199,1.096154,47535
173,200,-1,47700
174,200,1.06993,47845
175,200,1.09009,47960
175,201,-1,48095
176,201,1.090909,48205
177,201,1.048309,48415
177,202,-1,48545
178,202,1.095238,48650
178,203,-1,48755
179,203,1.065359,48910
180,203,1.075188,49045
180,204,-1,49130
181,204,1.116279,49220
181,205,-1,49370
181,206,-1,49470
181,207,-1,49580
181,208,-1,49705
181,209,-1,49835
181,210,-1,50010
182,210,1.065789,50165
182,211,-1,50325
183,211,1.106383,50420
184,211,1.113636,50510
184,212,-1,50630
184,213,-1,50735
184,214,-1,50860
184,215,-1,50985
185,215,1.082645,51110
186,215,1.117647,51195
186,216,-1,51385
186,217,-1,51500
186,218,-1,51670
186,219,-1,51825
186,220,-1,51955
186,221,-1,52050
187,221,1.111111,52140
188,221,1.10101,52240
188,222,-1,52365
188,223,-1,52465
188,224,-1,52665
188,225,-1,52790
189,225,1.063291,52950
190,225,1.1,53050
190,226,-1,53190
191,226,1.09009,53305
191,227,-1,53470
191,228,-1,53610
192,228,1.064103,53770
192,229,-1,53900
192,230,-1,54030
193,230,1.074627,54165
193,231,-1,54355
193,232,-1,54450
193,233,-1,54595
194,233,1.060241,54765
195,233,1.048544,54975
195,234,-1,55130
195,235,-1,55275
196,235,1.06135,55440
196,236,-1,55570
197,236,1.067568,55720
197,237,-1,56005
198,237,1.105263,56100
199,237,1.081967,56225
200,237,1.117647,56310
200,238,-1,56420
200,239,-1,56570
201,239,1.056818,56750
201,240,-1,56920
201,241,-1,57035
201,242,-1,57175
201,243,-1,57280
201,244,-1,57385
202,244,1.064935,57540
202,245,-1,57640
203,245,1.091743,57750
203,246,-1,57875
204,246,1.053763,58065
204,247,-1,58270
205,247,1.092593,58380
205,248,-1,58555
206,248,1.082645,58680
206,249,-1,58755
207,249,1.117647,58840
207,250,-1,58975
207,251,-1,59090
208,251,1.076923,59220
209,251,1.060241,59390
209,252,-1,59535
209,253,-1,59670
210,253,1.125,59750
210,254,-1,59755
211,254,1.060606,59920
211,255,-1,60065
212,255,1.142857,60135
213,255,1.084746,60255
213,256,-1,60370
214,256,1.09434,60480
215,256,1.072993,60620
215,257,-1,60765
216,257,1.083333,60885
217,257,1.126582,60965
218,257,1.116279,61055
219,257,1.063291,61215
219,258,-1,61355
220,258,1.060606,61520
220,259,-1,61610
220,260,-1,61780
221,260,1.068027,61930
221,261,-1,62100
221,262,-1,62230
222,262,1.048077,62440
222,263,-1,62585
222,264,-1,62935
222,265,-1,63065
222,266,-1,63170
222,267,-1,63325
222,268,-1,63450
222,269,-1,63640
222,270,-1,63785
222,271,-1,63885
222,272,-1,64025
222,273,-1,64165
223,273,1.07874,64295
223,274,-1,64395
224,274,1.082645,64520
224,275,-1,64655
224,276,-1,64900
225,276,1.104167,65000
226,276,1.076336,65135
227,276,1.103093,65235
227,277,-1,65340
227,278,-1,65520
227,279,-1,65635
227,280,-1,65805
227,281,-1,66035
228,281,1.056497,66215
229,281,1.075758,66350
229,282,-1,66485
229,283,-1,66615
230,283,1.064516,66770
230,284,-1,66880
231,284,1.09009,66995
231,285,-1,67130
232,285,1.081967,67255
232,286,-1,67390
233,286,1.08547,67510
233,287,-1,67610
233,288,-1,67715
233,289,-1,67820
233,290,-1,67935
234,290,1.062893,68095
234,291,-1,68250
235,291,1.079365,68380
235,292,-1,68510
235,293,-1,68745
236,293,1.091743,68855
236,294,-1,68990
236,295,-1,69075
236,296,-1,69170
236,297,-1,69275
236,298,-1,69405
236,299,-1,69505
237,299,1.065359,69660
238,299,1.078125,69790
238,300,-1,69925
239,300,1.116279,70015
240,300,1.042194,70255
240,301,-1,70505
240,302,-1,70590
241,302,1.120482,70675
242,302,1.105263,70770
242,303,-1,70850
242,304,-1,70955
242,305,-1,71080
243,305,1.106383,71175
243,306,-1,71275
244,306,1.082645,71400
244,307,-1,71500
245,307,1.054645,71685
246,307,1.08547,71805
247,307,1.1,71905
248,307,1.149254,71975
248,308,-1,72100
248,309,-1,72260
248,310,-1,72375
248,311,-1,72515
249,311,1.111111,72605
249,312,-1,72730
250,312,1.075188,72865
250,313,-1,73010
250,314,-1,73215
250,315,-1,73350
250,316,-1,73500
251,316,1.087719,73615
252,316,1.116279,73705
252,317,-1,73850
252,318,-1,73975
252,319,-1,73980
253,319,1.11236,74070
254,319,1.116279,74160
254,320,-1,74290
254,321,-1,74390
255,321,1.078125,74520
256,321,1.092593,74630
257,321,1.069444,74775
258,321,1.082645,74900
258,322,-1,74995
258,323,-1,75130
259,323,1.077519,75260
259,324,-1,75365
259,325,-1,75475
259,326,-1,75630
259,327,-1,75750
259,328,-1,75935
260,328,1.093458,76045
261,328,1.082645,76170
261,329,-1,76285
262,329,1.083333,76405
263,329,1.1,76505
263,330,-1,76660
264,330,1.09901,76765
264,331,-1,76880
265,331,1.060976,77045
266,331,1.133333,77120
266,332,-1,77290
267,332,1.071429,77430
268,332,1.120482,77515
268,333,-1,77710
268,334,-1,77825
269,334,1.123457,77910
269,335,-1,78020
269,336,-1,78145
269,337,-1,78285
269,338,-1,78455
269,339,-1,78585
269,340,-1,78710
270,340,1.149254,78780
271,340,1.117647,78865
271,341,-1,78990
271,342,-1,79140
272,342,1.087719,79255
273,342,1.074074,79390
274,342,1.108696,79485
275,342,1.096154,79590
276,342,1.082645,79715
277,342,1.116279,79805
277,343,-1,79895
278,343,1.082645,80020
279,343,1.079365,80150
279,344,-1,80255
279,345,-1,80500
279,346,-1,80620
280,346,1.098039,80725
280,347,-1,80875
280,348,-1,80975
280,349,-1,81095
280,350,-1,81320
281,350,1.089286,81435
281,351,-1,81565
282,351,1.075188,81700
283,351,1.092593,81810
284,351,1.08547,81930
284,352,-1,82065
284,353,-1,82190
284,354,-1,82270
284,355,-1,82460
285,355,1.054945,82645
285,356,-1,82790
285,357,-1,82965
286,357,1.071429,83105
287,357,1.084746,83225
287,358,-1,83340
287,359,-1,83465
