Goals,Deaths,Reward,Step 
0,0,0,0
0,1,-1,120
0,2,-1,190
0,3,-1,245
1,3,1.074074,380
1,4,-1,500
1,5,-1,675
1,6,-1,800
1,7,-1,885
1,8,-1,1060
1,9,-1,1105
1,10,-1,1270
1,11,-1,1355
1,12,-1,1470
1,13,-1,1545
1,14,-1,1635
1,15,-1,1690
1,16,-1,1895
1,17,-1,2065
1,18,-1,2125
1,19,-1,2170
1,20,-1,2210
2,20,1.075188,2345
2,21,-1,2445
2,22,-1,2500
2,23,-1,2620
2,24,-1,2685
2,25,-1,2785
2,26,-1,2910
2,27,-1,3070
2,28,-1,3115
2,29,-1,3230
2,30,-1,3370
2,31,-1,3515
2,32,-1,3650
2,33,-1,3755
2,34,-1,3880
2,35,-1,4000
3,35,1.049751,4205
3,36,-1,4430
3,37,-1,4485
3,38,-1,4605
4,38,1.040323,4855
5,38,1.060606,5020
5,39,-1,5105
5,40,-1,5175
5,41,-1,5245
5,42,-1,5335
5,43,-1,5450
5,44,-1,5605
6,44,1.043668,5835
6,45,-1,5965
7,45,1.027624,6330
7,46,-1,6455
7,47,-1,6575
7,48,-1,6620
7,49,-1,6680
7,50,-1,6860
7,51,-1,6960
7,52,-1,7075
7,53,-1,7150
7,54,-1,7195
8,54,1.068493,7345
9,54,1.038168,7610
9,55,-1,7675
9,56,-1,7810
9,57,-1,7945
9,58,-1,8025
9,59,-1,8075
10,59,1.06993,8220
10,60,-1,8285
10,61,-1,8470
10,62,-1,8525
11,62,1.05988,8695
12,62,1.040323,8945
12,63,-1,9040
12,64,-1,9140
12,65,-1,9220
12,66,-1,9280
12,67,-1,9340
12,68,-1,9410
12,69,-1,9535
12,70,-1,9715
13,70,1.074627,9850
13,71,-1,9900
13,72,-1,9960
13,73,-1,10020
13,74,-1,10125
13,75,-1,10175
14,75,1.05102,10375
14,76,-1,10440
14,77,-1,10500
14,78,-1,10575
14,79,-1,10650
14,80,-1,10715
15,80,1.084034,10835
15,81,-1,10930
15,82,-1,11010
15,83,-1,11070
16,83,1.052083,11265
16,84,-1,11355
16,85,-1,11525
16,86,-1,11725
17,86,1.06135,11890
17,87,-1,11985
17,88,-1,12065
18,88,1.050505,12265
18,89,-1,12335
19,89,1.041152,12580
20,89,1.04878,12785
20,90,-1,12835
20,91,-1,12950
20,92,-1,12990
20,93,-1,13030
20,94,-1,13165
20,95,-1,13250
20,96,-1,13325
20,97,-1,13385
20,98,-1,13450
20,99,-1,13520
20,100,-1,13580
20,101,-1,13650
20,102,-1,13735
21,102,1.065789,13890
21,103,-1,13935
21,104,-1,14030
21,105,-1,14100
21,106,-1,14185
21,107,-1,14220
21,108,-1,14310
21,109,-1,14365
22,109,1.04386,14595
22,110,-1,14705
22,111,-1,14765
23,111,1.061728,14930
24,111,1.046948,15145
25,111,1.065359,15300
25,112,-1,15350
25,113,-1,15430
25,114,-1,15485
26,114,1.059524,15655
26,115,-1,15735
26,116,-1,15835
26,117,-1,16005
26,118,-1,16095
26,119,-1,16305
26,120,-1,16380
26,121,-1,16445
26,122,-1,16510
26,123,-1,16575
26,124,-1,16640
27,124,1.027933,17000
27,125,-1,17065
27,126,-1,17165
27,127,-1,17280
28,127,1.08547,17400
28,128,-1,17590
28,129,-1,17680
28,130,-1,17765
28,131,-1,17825
28,132,-1,18030
28,133,-1,18210
28,134,-1,18330
28,135,-1,18450
28,136,-1,18500
29,136,1.065789,18655
29,137,-1,18725
30,137,1.088496,18840
30,138,-1,18930
30,139,-1,19000
30,140,-1,19155
31,140,1.070423,19300
31,141,-1,19335
31,142,-1,19380
32,142,1.057804,19555
32,143,-1,19705
32,144,-1,19805
32,145,-1,19850
32,146,-1,19935
32,147,-1,19995
32,148,-1,20050
32,149,-1,20120
32,150,-1,20305
32,151,-1,20370
32,152,-1,20420
32,153,-1,20535
33,153,1.03268,20845
33,154,-1,20930
33,155,-1,21000
34,155,1.069444,21145
34,156,-1,21225
34,157,-1,21270
34,158,-1,21370
34,159,-1,21425
34,160,-1,21565
34,161,-1,21620
34,162,-1,21670
34,163,-1,21780
35,163,1.073529,21920
35,164,-1,22135
35,165,-1,22200
35,166,-1,22250
35,167,-1,22295
35,168,-1,22340
36,168,1.044643,22565
36,169,-1,22625
36,170,-1,22685
36,171,-1,22745
36,172,-1,22870
36,173,-1,22990
36,174,-1,23100
36,175,-1,23205
36,176,-1,23265
36,177,-1,23320
36,178,-1,23430
36,179,-1,23605
36,180,-1,23655
37,180,1.06135,23820
37,181,-1,23945
37,182,-1,24005
37,183,-1,24155
37,184,-1,24245
37,185,-1,24330
37,186,-1,24535
37,187,-1,24660
37,188,-1,24720
37,189,-1,24840
37,190,-1,24895
37,191,-1,25110
37,192,-1,25220
37,193,-1,25335
37,194,-1,25400
37,195,-1,25540
37,196,-1,25755
37,197,-1,25870
37,198,-1,26045
38,198,1.06135,26210
38,199,-1,26255
38,200,-1,26325
38,201,-1,26365
38,202,-1,26540
38,203,-1,26625
38,204,-1,26760
38,205,-1,26915
38,206,-1,27070
38,207,-1,27140
38,208,-1,27205
39,208,1.08547,27325
39,209,-1,27395
39,210,-1,27525
39,211,-1,27770
39,212,-1,27825
39,213,-1,27905
39,214,-1,27950
39,215,-1,28015
39,216,-1,28105
39,217,-1,28155
