Goals,Deaths,Reward,Step 
0,0,0,0
1,0,1.476283,125
2,0,1.47938,245
3,0,1.45626,370
4,0,1.423426,515
5,0,1.408214,650
5,1,-0.7059292,765
6,1,1.440073,885
6,2,-0.784112,965
6,3,-0.7835672,1035
7,3,1.43556,1160
8,3,1.377132,1280
9,3,1.416215,1405
10,3,1.385195,1545
11,3,1.351971,1675
12,3,1.408214,1810
12,4,-0.7237724,1885
12,5,-0.78275,1940
13,5,1.441095,2055
13,6,-0.803862,2130
13,7,-0.7835672,2200
14,7,1.428236,2335
15,7,1.473638,2460
16,7,1.411423,2590
17,7,1.397154,2710
17,8,-0.7830224,2770
18,8,1.410818,2900
18,9,-0.7053844,3005
19,9,1.397154,3125
19,10,-0.6653396,3230
20,10,1.370177,3360
21,10,1.432686,3490
21,11,-0.6856344,3600
21,12,-0.7832948,3665
21,13,-0.8230672,3725
22,13,1.38416,3865
