Goals,Deaths,Reward,Step 
0,0,0,0
1,0,1.033511,300
1,1,-1.000272,500
1,2,-1.000272,655
2,2,1.047761,1015
3,2,1.069172,1160
4,2,1.055283,1340
4,3,-1.000272,1500
4,4,-1.000272,1530
4,5,-1.000272,1615
4,6,-1.000272,1675
4,7,-1.000272,1710
5,7,1.026323,2090
6,7,1.038487,2350
7,7,1.063019,2510
8,7,1.066394,2660
9,7,1.023766,3080
9,8,-1.000272,3280
9,9,-1.000272,3420
9,10,-1.000272,3515
10,10,1.058551,3685
11,10,1.054372,3870
12,10,1.06853,4075
13,10,1.094067,4185
14,10,1.077853,4315
15,10,1.089818,4430
16,10,1.11409,4540
17,10,1.115904,4645
18,10,1.115904,4750
18,11,-0.98025,4825
18,12,-1.000272,4850
19,12,1.115904,4955
20,12,1.114988,5060
21,12,1.093186,5170
21,13,-1.000272,5175
21,14,-0.98025,5180
22,14,1.094966,5285
23,14,1.085935,5405
23,15,-1.000272,5535
24,15,1.069658,5680
25,15,1.07272,5820
25,16,-1.000272,5890
26,16,1.052919,6080
27,16,1.094377,6215
27,17,-1.000272,6340
28,17,1.054976,6525
29,17,1.025173,6920
30,17,1.042463,7155
31,17,1.064244,7310
32,17,1.032731,7615
33,17,1.062621,7775
34,17,1.047121,7990
35,17,1.034571,8280
35,18,-1.000272,8370
35,19,-1.000272,8560
36,19,1.050489,8760
37,19,1.04539,8980
38,19,1.062621,9140
38,20,-1.000272,9280
39,20,1.053491,9470
40,20,1.068693,9615
41,20,1.054976,9800
42,20,1.049961,10135
42,21,-1.000272,10320
43,21,1.057531,10495
44,21,1.056925,10765
45,21,1.042463,11000
46,21,1.044571,11225
47,21,1.083761,11345
48,21,1.057199,11520
49,21,1.063422,11680
50,21,1.065087,11835
51,21,1.066394,11985
52,21,1.093824,12120
53,21,1.122843,12220
54,21,1.12076,12320
54,22,-0.98025,12420
55,22,1.11975,12520
55,23,-0.98025,12525
56,23,1.11975,12625
57,23,1.117789,12730
57,24,-1.000272,13065
58,24,1.058899,13235
59,24,1.073257,13375
60,24,1.079093,13505
61,24,1.076064,13640
61,25,-1.000272,13645
61,26,-1.000272,13650
62,26,1.095881,13755
63,26,1.101717,13880
64,26,1.090637,13990
64,27,-1.000272,14105
64,28,-1.000272,14110
65,28,1.091692,14250
65,29,-1.000272,14255
66,29,1.087447,14370
67,29,1.081695,14495
68,29,1.091692,14635
69,29,1.102395,14760
70,29,1.099728,14860
71,29,1.08968,15005
72,29,1.121791,15105
73,29,1.082372,15230
74,29,1.091692,15370
