Goals,Deaths,Reward,Step 
0,0,0,0
0,1,-1.000272,750
0,2,-1.000272,1015
0,3,-1.000272,1125
0,4,-1.000272,1180
0,5,-1.000272,1255
0,6,-1.00028,1630
1,6,1.073804,1815
1,7,-1.000272,1945
2,7,1.036224,2220
2,8,-1.000272,2655
3,8,1.031373,2975
3,9,-1.000272,2980
4,9,1.026609,3355
5,9,1.012243,4155
6,9,1.016366,4760
7,9,1.019889,5260
7,10,-1.000272,5340
8,10,1.019848,5840
9,10,1.030497,6165
9,11,-1.00028,6365
9,12,-1.000272,6430
10,12,1.034036,7130
11,12,1.024853,7530
12,12,1.020914,8005
13,12,1.031575,8320
14,12,1.050806,8645
15,12,1.051274,8840
16,12,1.029578,9175
17,12,1.03941,9430
18,12,1.06304,9665
19,12,1.035959,9945
19,13,-1.00028,10165
19,14,-1.000272,10320
20,14,1.020604,10800
21,14,1.023424,11225
22,14,1.072382,11415
22,15,-1.000272,11455
22,16,-1.000272,11590
22,17,-0.98025,11880
23,17,1.076651,12010
24,17,1.049233,12215
25,17,1.047804,12425
26,17,1.048747,12630
27,17,1.050489,12830
28,17,1.03775,13095
29,17,1.063803,13325
30,17,1.095881,13430
31,17,1.085935,13550
31,18,-1.000272,13655
31,19,-1.000272,13785
32,19,1.088223,13900
33,19,1.112343,14010
34,19,1.088223,14125
35,19,1.093186,14235
36,19,1.079728,14360
37,19,1.072191,14500
37,20,-1.000272,14550
37,21,-1.000272,14680
37,22,-1.000272,14685
38,22,1.073802,14820
39,22,1.065087,14975
